GameID,NumDots,Min X,Max X,Min Y,Max Y,Players,CurrentPlayer,NextPlayer,Dot ID0,X0,Y0,Dot ID1,X1,Y1,Dot ID2,X2,Y2,Dot ID3,X3,Y3,Dot ID4,X4,Y4,Dot ID5,X5,Y5,Dot ID6,X6,Y6,Dot ID7,X7,Y7,HasPartners0,HasPartners1,HasPartners2,HasPartners3,HasPartners4,HasPartners5,HasPartners6,HasPartners7,NewPoints Player 1,NewPoints Player 2,Total Points Player 1,Total Points Player 2,Circle1 ID A,Circle1 ID B,Circle1 X,Circle1 Y,Circle1 Radius,Circle2 ID A,Circle2 ID B,Circle2 X,Circle2 Y,Circle2 Radius,Circle3 ID A,Circle3 ID B,Circle3 X,Circle3 Y,Circle3 Radius,Circle4 ID A,Circle4 ID B,Circle4 X,Circle4 Y,Circle4 Radius
2560823396,8,35,365,125,575,2,0,1,0,289.95,327.53,1,219.57,461.27,2,319.87,186.19,3,41.76,419.77,4,47.77,235.02,5,337.10,379.25,6,329.40,144.37,7,139.56,286.64,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2560823396,8,35,365,125,575,2,1,2,0,289.95,327.53,1,219.57,461.27,2,319.87,186.19,3,41.76,419.77,4,47.77,235.02,5,337.10,379.25,6,329.40,144.37,7,139.56,286.64,0,0,0,0,1,1,0,0,0,0,0,0,4,5,192.44,307.13,161.64,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2560823396,8,35,365,125,575,2,2,1,0,289.95,327.53,1,219.57,461.27,2,319.87,186.19,3,41.76,419.77,4,47.77,235.02,5,337.10,379.25,6,329.40,144.37,7,139.56,286.64,0,1,1,0,1,1,0,0,1,0,1,0,4,5,192.44,307.13,161.64,2,1,269.72,323.73,146.39,null,null,null,null,null,null,null,null,null,null
2560823396,8,35,365,125,575,2,1,2,0,289.95,327.53,1,219.57,461.27,2,319.87,186.19,3,41.76,419.77,4,47.77,235.02,5,337.10,379.25,6,329.40,144.37,7,139.56,286.64,0,1,1,1,1,1,0,1,1,1,2,1,4,5,192.44,307.13,161.64,2,1,269.72,323.73,146.39,7,3,90.66,353.20,82.59,null,null,null,null,null
2560823396,8,35,365,125,575,2,2,9,0,289.95,327.53,1,219.57,461.27,2,319.87,186.19,3,41.76,419.77,4,47.77,235.02,5,337.10,379.25,6,329.40,144.37,7,139.56,286.64,1,1,1,1,1,1,1,1,1,1,3,2,4,5,192.44,307.13,161.64,2,1,269.72,323.73,146.39,7,3,90.66,353.20,82.59,0,6,309.67,235.95,93.68
3323656979,8,35,365,125,575,2,0,1,0,282.33,443.64,1,323.83,572.67,2,360.08,439.59,3,229.89,205.98,4,290.26,424.81,5,150.93,367.70,6,127.26,513.32,7,50.06,378.12,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3323656979,8,35,365,125,575,2,1,2,0,282.33,443.64,1,323.83,572.67,2,360.08,439.59,3,229.89,205.98,4,290.26,424.81,5,150.93,367.70,6,127.26,513.32,7,50.06,378.12,0,1,0,1,0,0,0,0,0,0,0,0,3,1,276.86,389.33,189.27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3323656979,8,35,365,125,575,2,2,1,0,282.33,443.64,1,323.83,572.67,2,360.08,439.59,3,229.89,205.98,4,290.26,424.81,5,150.93,367.70,6,127.26,513.32,7,50.06,378.12,0,1,1,1,0,0,0,1,1,0,1,0,3,1,276.86,389.33,189.27,2,7,205.07,408.85,158.03,null,null,null,null,null,null,null,null,null,null
3323656979,8,35,365,125,575,2,1,2,0,282.33,443.64,1,323.83,572.67,2,360.08,439.59,3,229.89,205.98,4,290.26,424.81,5,150.93,367.70,6,127.26,513.32,7,50.06,378.12,0,1,1,1,1,0,1,1,1,0,2,0,3,1,276.86,389.33,189.27,2,7,205.07,408.85,158.03,6,4,208.76,469.07,92.74,null,null,null,null,null
3323656979,8,35,365,125,575,2,2,9,0,282.33,443.64,1,323.83,572.67,2,360.08,439.59,3,229.89,205.98,4,290.26,424.81,5,150.93,367.70,6,127.26,513.32,7,50.06,378.12,1,1,1,1,1,1,1,1,1,0,3,0,3,1,276.86,389.33,189.27,2,7,205.07,408.85,158.03,6,4,208.76,469.07,92.74,0,5,216.63,405.67,75.88
1053549088,8,35,365,125,575,2,0,1,0,189.40,168.21,1,122.17,245.14,2,228.68,238.77,3,327.95,156.56,4,133.30,215.62,5,157.48,384.87,6,129.42,560.48,7,346.05,527.18,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1053549088,8,35,365,125,575,2,1,2,0,189.40,168.21,1,122.17,245.14,2,228.68,238.77,3,327.95,156.56,4,133.30,215.62,5,157.48,384.87,6,129.42,560.48,7,346.05,527.18,0,0,0,1,0,0,1,0,0,0,0,0,6,3,228.68,358.52,225.04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1053549088,8,35,365,125,575,2,2,1,0,189.40,168.21,1,122.17,245.14,2,228.68,238.77,3,327.95,156.56,4,133.30,215.62,5,157.48,384.87,6,129.42,560.48,7,346.05,527.18,1,0,0,1,0,0,1,1,1,0,1,0,6,3,228.68,358.52,225.04,0,7,267.73,347.70,195.83,null,null,null,null,null,null,null,null,null,null
1053549088,8,35,365,125,575,2,1,2,0,189.40,168.21,1,122.17,245.14,2,228.68,238.77,3,327.95,156.56,4,133.30,215.62,5,157.48,384.87,6,129.42,560.48,7,346.05,527.18,1,0,1,1,0,1,1,1,0,0,1,0,6,3,228.68,358.52,225.04,0,7,267.73,347.70,195.83,2,5,193.08,311.82,81.26,null,null,null,null,null
1053549088,8,35,365,125,575,2,2,9,0,189.40,168.21,1,122.17,245.14,2,228.68,238.77,3,327.95,156.56,4,133.30,215.62,5,157.48,384.87,6,129.42,560.48,7,346.05,527.18,1,1,1,1,1,1,1,1,0,1,1,1,6,3,228.68,358.52,225.04,0,7,267.73,347.70,195.83,2,5,193.08,311.82,81.26,4,1,127.74,230.38,15.77
9091749098,8,35,365,125,575,2,0,1,0,195.07,472.46,1,91.29,488.78,2,134.88,455.62,3,230.89,359.93,4,94.26,294.20,5,257.06,223.34,6,173.65,553.86,7,55.52,239.12,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9091749098,8,35,365,125,575,2,1,2,0,195.07,472.46,1,91.29,488.78,2,134.88,455.62,3,230.89,359.93,4,94.26,294.20,5,257.06,223.34,6,173.65,553.86,7,55.52,239.12,0,0,0,0,0,0,1,1,0,0,0,0,7,6,114.59,396.49,168.09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9091749098,8,35,365,125,575,2,2,1,0,195.07,472.46,1,91.29,488.78,2,134.88,455.62,3,230.89,359.93,4,94.26,294.20,5,257.06,223.34,6,173.65,553.86,7,55.52,239.12,0,0,0,0,1,1,1,1,1,0,1,0,7,6,114.59,396.49,168.09,5,4,175.66,258.77,88.78,null,null,null,null,null,null,null,null,null,null
9091749098,8,35,365,125,575,2,1,2,0,195.07,472.46,1,91.29,488.78,2,134.88,455.62,3,230.89,359.93,4,94.26,294.20,5,257.06,223.34,6,173.65,553.86,7,55.52,239.12,0,1,0,1,1,1,1,1,0,1,1,1,7,6,114.59,396.49,168.09,5,4,175.66,258.77,88.78,3,1,161.09,424.35,94.99,null,null,null,null,null
9091749098,8,35,365,125,575,2,2,9,0,195.07,472.46,1,91.29,488.78,2,134.88,455.62,3,230.89,359.93,4,94.26,294.20,5,257.06,223.34,6,173.65,553.86,7,55.52,239.12,1,1,1,1,1,1,1,1,0,0,1,1,7,6,114.59,396.49,168.09,5,4,175.66,258.77,88.78,3,1,161.09,424.35,94.99,2,0,164.97,464.04,31.25
9727456714,8,35,365,125,575,2,0,1,0,283.39,138.44,1,192.85,328.21,2,108.77,188.70,3,334.46,190.06,4,337.00,207.13,5,353.65,413.16,6,139.81,183.90,7,67.23,511.02,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9727456714,8,35,365,125,575,2,1,2,0,283.39,138.44,1,192.85,328.21,2,108.77,188.70,3,334.46,190.06,4,337.00,207.13,5,353.65,413.16,6,139.81,183.90,7,67.23,511.02,0,0,1,0,0,1,0,0,0,0,0,0,2,5,231.21,300.93,166.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9727456714,8,35,365,125,575,2,2,1,0,283.39,138.44,1,192.85,328.21,2,108.77,188.70,3,334.46,190.06,4,337.00,207.13,5,353.65,413.16,6,139.81,183.90,7,67.23,511.02,1,0,1,0,0,1,0,1,1,0,1,0,2,5,231.21,300.93,166.10,0,7,175.31,324.73,215.37,null,null,null,null,null,null,null,null,null,null
9727456714,8,35,365,125,575,2,1,2,0,283.39,138.44,1,192.85,328.21,2,108.77,188.70,3,334.46,190.06,4,337.00,207.13,5,353.65,413.16,6,139.81,183.90,7,67.23,511.02,1,1,1,0,1,1,0,1,0,0,1,0,2,5,231.21,300.93,166.10,0,7,175.31,324.73,215.37,1,4,264.92,267.67,94.13,null,null,null,null,null
9727456714,8,35,365,125,575,2,2,9,0,283.39,138.44,1,192.85,328.21,2,108.77,188.70,3,334.46,190.06,4,337.00,207.13,5,353.65,413.16,6,139.81,183.90,7,67.23,511.02,1,1,1,1,1,1,1,1,2,1,3,1,2,5,231.21,300.93,166.10,0,7,175.31,324.73,215.37,1,4,264.92,267.67,94.13,3,6,237.13,186.98,97.37
7272863560,8,35,365,125,575,2,0,1,0,289.00,431.69,1,269.80,441.57,2,272.82,370.07,3,35.04,199.13,4,65.65,336.46,5,271.20,236.45,6,125.35,408.93,7,94.74,215.53,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7272863560,8,35,365,125,575,2,1,2,0,289.00,431.69,1,269.80,441.57,2,272.82,370.07,3,35.04,199.13,4,65.65,336.46,5,271.20,236.45,6,125.35,408.93,7,94.74,215.53,1,0,0,1,0,0,0,0,0,0,0,0,3,0,162.02,315.41,172.18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7272863560,8,35,365,125,575,2,2,1,0,289.00,431.69,1,269.80,441.57,2,272.82,370.07,3,35.04,199.13,4,65.65,336.46,5,271.20,236.45,6,125.35,408.93,7,94.74,215.53,1,1,0,1,0,1,0,0,1,0,1,0,3,0,162.02,315.41,172.18,5,1,270.50,339.01,102.57,null,null,null,null,null,null,null,null,null,null
